行政区域コード,"都道府県名
（漢字）","市区町村名
（漢字）","都道府県名
（ｶﾅ）","市区町村名
（ｶﾅ）",都道府県真偽値,都道府県コード,豆知識(歴史),豆知識(有名なもの)
"22214","静岡県","藤枝市","ｼｽﾞｵｶｹﾝ","ﾌｼﾞｴﾀﾞｼ","FALSE","22","旧東海道の岡部宿近くにある宇津ノ谷峠には「蔦の細道」や古いトンネルが残り、明治・大正・昭和・平成の異なる道路トンネルが近接する。明治宇津ノ谷隧道では女性の霊や足音などの心霊噂が語られるが、赤レンガ造りの現存道路トンネルとして国登録有形文化財でもある。","蓮華寺池公園は藤棚・桜・ハスが季節ごとに咲き、池を一周して散策できる。岡部宿大旅籠柏屋では江戸期の旅籠建築を見学可能。サッカーの街としても知られ、藤枝MYFCの試合やサッカー資料に触れられる。朝ラーメン文化があり、温・冷のラーメンを続けて食べる店もある。"
"22215","静岡県","御殿場市","ｼｽﾞｵｶｹﾝ","ｺﾞﾃﾝﾊﾞｼ","FALSE","22","御殿場の地名は、徳川家康の遺骸を久能山から日光へ移す途中の休憩所として「御殿」を建てたことに由来するという説がある。実際には家康存命中に鷹狩り用の御殿が造られたとされ、東海道から外れた富士山麓に将軍家の拠点が置かれた歴史が地名に残った。","御殿場プレミアム・アウトレットは富士山を望む国内最大級のアウトレット。富士山樹空の森、秩父宮記念公園、時之栖のイルミネーションも定番で、周辺には温泉施設が多い。富士山登山の御殿場口は標高差が大きい上級者向けルートで、大砂走りでも知られる。"
"22216","静岡県","袋井市","ｼｽﾞｵｶｹﾝ","ﾌｸﾛｲｼ","FALSE","22","法多山尊永寺では毎年夏、境内を使った没入型お化け屋敷企画が行われる年があり、2026年も「鬼灯の送り火」として怪談・演出を組み合わせた夜間企画が開催された。寺には厄除け観音への信仰があり、参道の長い石段と古い堂宇が夜の演出に使われる。","遠州三山の法多山尊永寺、可睡斎、油山寺を巡るのが定番。法多山の厄除だんごは参拝土産として有名で、可睡斎には日本最大級とされる東司の烏枢沙摩明王像やひな祭り展示がある。エコパスタジアムではサッカーや大型イベントが開催され、スポーツ目的の来訪も多い。"
"22219","静岡県","下田市","ｼｽﾞｵｶｹﾝ","ｼﾓﾀﾞｼ","FALSE","22","横川・加増野の山には、月のない夜に提灯の列が進んでは消える「狐の嫁入り」が語られた。その灯が出た晩に人が狐に化かされ、山中を一晩さまよったという話も下田市の民話資料に残る。単なる心霊投稿ではなく、地域が記録している具体的な怪異譚として残っている。","ペリー艦隊が了仙寺へ向かった道を歩く「ペリーロード」、白浜大浜海水浴場、白浜神社、龍宮窟、爪木崎、下田海中水族館が定番。ペリーロードにはなまこ壁や伊豆石の建物を使ったカフェが並ぶ。龍宮窟では天井が崩落した洞窟を上から見下ろせ、海食地形も楽しめる。"
"22220","静岡県","裾野市","ｼｽﾞｵｶｹﾝ","ｽｿﾉｼ","FALSE","22","著名な心霊スポットや怪談は目立って確認されていない。裾野市には富士山の裾野に広がる演習場や牧草地があり、火山噴出物でできた広大な斜面が市名そのものの景観になっている。須山浅間神社は富士山須山口登山道の起点で、江戸期には多くの登拝者がここで祈って山へ向かった。","富士サファリパークでは自家用車やジャングルバスでライオン・クマなどを間近に見られる。ぐりんぱ、富士山資料館、須山浅間神社も周辺にあり、富士山麓のレジャーが中心。市街地からも富士山が大きく見え、パノラマロードでは春の菜の花・秋のコスモスと富士山を一緒に撮れる。"
"22221","静岡県","湖西市","ｼｽﾞｵｶｹﾝ","ｺｻｲｼ","FALSE","22","新居関所には「女改め」が厳しかったことで知られ、江戸から西国へ逃げる女性を取り締まるため女性の通行証を細かく確認した。関所は東海道で現存する唯一の関所建物で、浜名湖と遠州灘を結ぶ今切口を監視した。旅人にとって実際に緊張する場所だった歴史が残る。","新居関所と旅籠紀伊国屋資料館で江戸の東海道を体験できる。浜名湖西岸には浜名湖ガーデンパーク方面の眺めや湖上レジャーがあり、道の駅潮見坂では遠州灘を見ながら足湯に入れる。自動車産業の工場が多い街でもあり、湖・東海道・工業地帯が近接する。"
"22222","静岡県","伊豆市","ｼｽﾞｵｶｹﾝ","ｲｽﾞｼ","FALSE","22","天城峠の旧天城トンネルは川端康成『伊豆の踊子』の舞台として有名だが、夜には女性の霊を見る、声を聞くという心霊噂も長く語られている。石造道路トンネルとして国重要文化財で、1905年完成。暗い山道と文学作品、近代土木遺産が同じ場所に重なっている。","修善寺温泉では竹林の小径、修禅寺、独鈷の湯周辺を歩ける。天城峠と旧天城トンネル、浄蓮の滝、土肥金山も定番。土肥金山では江戸〜昭和の採掘坑道を再現展示し、巨大金塊に触れられる。西伊豆側の恋人岬や夕日、わさび田まで市域が広く、温泉と山海を選べる。"
"22223","静岡県","御前崎市","ｼｽﾞｵｶｹﾝ","ｵﾏｴｻﾞｷｼ","FALSE","22","御前崎の岬は遠州灘と駿河湾の境に突き出し、古くから海難が多かった。1874年に御前埼灯台が建てられ、現在も現役の白亜灯台として航海を支える。周辺には船幽霊や海難者の話も伝わるが、実際に難所だった海域と灯台建設の歴史を知ると岬の景色の意味が変わる。","御前埼灯台は内部の螺旋階段を上って太平洋を見渡せる参観灯台。岬周辺の遊歩道、なぶら市場、浜岡砂丘、浜岡原子力館も候補。なぶら市場ではカツオやしらすなど海産物を味わえ、夏はマリンスポーツ、冬は強い西風を利用したウインドサーフィンの姿も見られる。"
"22224","静岡県","菊川市","ｼｽﾞｵｶｹﾝ","ｷｸｶﾞﾜｼ","FALSE","22","特筆するほど有名な怪談は見つからない。菊川は牧之原台地南部の茶産地で、明治以降に大規模な茶園が開かれた。深蒸し茶は通常より長く蒸して葉を細かくし、濃い緑色とまろやかな味を出す。茶畑の防霜ファンが斜面に並ぶ景観も、静岡の茶産地ならでは。","茶畑を見渡すドライブと菊川茶の直売所巡りが中心。黒田家代官屋敷は江戸時代の代官屋敷建築で、長屋門や蔵などが国重要文化財に指定される。春には丹野池周辺の桜、秋は茶畑と田園の景色を楽しめ、駅周辺では深蒸し茶を使った菓子やスイーツも探せる。"
"22225","静岡県","伊豆の国市","ｼｽﾞｵｶｹﾝ","ｲｽﾞﾉｸﾆｼ","FALSE","22","源頼政の「鵺退治」伝説が市内の長岡周辺に残る。鵺は猿の顔、狸の胴、虎の手足、蛇の尾を持つとされ、平安京を恐れさせた怪物。頼政が弓で射落とした後、その功績にちなむ史跡や祭りが地域に伝わり、伊豆長岡には鵺を題材にした展示・行事もある。","韮山反射炉は世界文化遺産で、江戸末期に大砲鋳造のため築かれた実物の炉が残る。伊豆パノラマパークではロープウェイで葛城山へ上がり、富士山と駿河湾を一望できる。北条氏邸跡や願成就院、伊豆長岡温泉もあり、鎌倉北条氏と幕末産業遺産を一つの市で巡れる。"
"22226","静岡県","牧之原市","ｼｽﾞｵｶｹﾝ","ﾏｷﾉﾊﾗｼ","FALSE","22","全国的に知られた都市伝説は特に見当たらない。牧之原台地の大茶園は、明治維新後に徳川家の旧幕臣や川越人足らが開墾したことから広がった。武士が刀を置いて鍬を持ち、荒れ地を茶畑へ変えた歴史が現在の「茶の海」のような景観につながっている。","富士山静岡空港、静波海岸、相良サンビーチ、牧之原大茶園が主な候補。グリンピア牧之原では製茶工場見学やお茶商品の買い物ができる。静波海岸はサーフィンで知られ、近くには人工造波施設もある。海岸から台地へ上がると一面の茶畑へ景色が変わる。"
"22301","静岡県","東伊豆町","ｼｽﾞｵｶｹﾝ","ﾋｶﾞｼｲｽﾞﾁｮｳ","FALSE","22","稲取には「雛のつるし飾り」の風習が江戸後期から伝わり、娘の健やかな成長を願って桃・猿・金目鯛など意味を持つ布細工を吊るす。高価な雛人形を買えない家庭でも手作りで祝ったのが始まりとされ、現在は町を代表する文化として展示会場が設けられる。","稲取温泉、熱川温泉、伊豆アニマルキングダム、熱川バナナワニ園が定番。冬〜春は「雛のつるし飾りまつり」、食なら稲取キンメが有名で、煮付けやしゃぶしゃぶを目当てに訪れる人も多い。細野高原では秋に広大なススキ原が黄金色になり、相模湾を見下ろせる。"
"22302","静岡県","河津町","ｼｽﾞｵｶｹﾝ","ｶﾜﾂﾞﾁｮｳ","FALSE","22","旧天城トンネル周辺には女性の霊やトンネル内の声といった心霊噂があるが、河津側では川端康成『伊豆の踊子』に描かれた峠道としての印象が強い。山中の石造トンネルを徒歩で抜けると、照明の少ない内部と苔むした坑門が明治期の旅の厳しさを伝える。","2月ごろの河津桜まつりが全国的に有名で、河津川沿い約4kmに早咲きの桜並木が続く。河津七滝では玄武岩の柱状節理と七つの滝を遊歩道で巡れる。七滝には『伊豆の踊子』像もあり、温泉宿やわさび丼と合わせて、桜・滝・文学の目的地を組める。"
"22304","静岡県","南伊豆町","ｼｽﾞｵｶｹﾝ","ﾐﾅﾐｲｽﾞﾁｮｳ","FALSE","22","石廊崎周辺には航海の難所をめぐる海の伝承が多い。石室神社は断崖の岩棚に食い込むように建ち、役行者が建立したとの伝説や、海上安全を祈った船乗りの信仰を集めた。さらに奥の熊野神社には、禁じられた恋をした男女が海を渡って結ばれたという「縁結び」の物語が残る。","石廊崎、ヒリゾ浜、弓ヶ浜が代表的。石廊崎オーシャンパークから灯台・石室神社まで歩けば断崖と太平洋を望める。ヒリゾ浜は船でしか行けない透明度の高い海水浴地で、夏はシュノーケリング客が集まる。2月には青野川沿いのみなみの桜と菜の花が同時に咲く。"
"22305","静岡県","松崎町","ｼｽﾞｵｶｹﾝ","ﾏﾂｻﾞｷﾁｮｳ","FALSE","22","松崎町には「伊豆の長八」と呼ばれた左官職人・入江長八が生まれ、漆喰で立体的な絵を描く鏝絵を多数残した。長八美術館や岩科学校で細密な作品を見られる。特に広く知られた怪談より、壁を塗る左官技術が芸術へ昇華した独自文化の方が町を象徴する。","なまこ壁の町並み、伊豆の長八美術館、明治期の学校建築・岩科学校、雲見海岸が主な候補。春は田んぼを使った花畑、夏は海水浴やダイビングが人気。雲見からは「牛着岩」と富士山を同時に望める日があり、温泉宿では西伊豆の海鮮を味わえる。"
"22306","静岡県","西伊豆町","ｼｽﾞｵｶｹﾝ","ﾆｼｲｽﾞﾁｮｳ","FALSE","22","堂ヶ島の「天窓洞」は波の浸食でできた海食洞の天井が崩れ、洞窟内へ光が差し込む天然の穴。洞窟には海賊や隠し財宝を結び付ける俗説もあるが、実際には白い凝灰岩層を波が削った地質景観。遊覧船で洞内へ入り、海面に落ちる光を真下から見られる。","堂ヶ島の天窓洞と遊覧船、三四郎島、黄金崎が定番。干潮時には三四郎島まで海上に道が現れる「トンボロ現象」が起き、条件が合えば歩いて渡れる。黄金崎では夕日に岩肌が黄金色に染まり、馬の頭に見える「馬ロック」も有名。温泉と夕日を目当てに泊まる人も多い。"
"22325","静岡県","函南町","ｼｽﾞｵｶｹﾝ","ｶﾝﾅﾐﾁｮｳ","FALSE","22","丹那盆地には1930年の北伊豆地震を引き起こした丹那断層が地表に残る。断層公園では石垣や水路が横にずれた状態を保存し、地面が約2m動いた痕跡を目で確認できる。さらに東海道線の丹那トンネル工事では大量出水や事故が続き、完成まで16年を要した難工事の歴史もある。","十国峠ではケーブルカーで山頂へ上がり、晴天時に富士山・駿河湾・相模湾を一望できる。酪農王国オラッチェでは乳製品や動物とのふれあい、丹那断層公園では地震の痕跡を見学可能。丹那牛乳やソフトクリームも名物で、箱根・伊豆の移動途中に寄りやすい。"
"22341","静岡県","清水町","ｼｽﾞｵｶｹﾝ","ｼﾐｽﾞﾁｮｳ","FALSE","22","有名な心霊伝説はこの地域では目立たない。柿田川は富士山に降った雨や雪が地下を通り、三島溶岩流の末端から大量に湧き出して生まれる。公園の「湧き間」では砂が水圧で舞う青い湧水を真上から見られ、わずか約1.2kmで狩野川へ合流する短い一級河川になっている。","柿田川公園が最大の目的地で、展望台から透明な湧水や「ブルーホール」と呼ばれる青い湧き間を見られる。園内には遊歩道や泉頭城跡があり、湧水を使った豆腐・そば・飲料を扱う店も並ぶ。三島駅や沼津から近く、富士山伏流水を短時間で体感できる場所。"
"22342","静岡県","長泉町","ｼｽﾞｵｶｹﾝ","ﾅｶﾞｲｽﾞﾐﾁｮｳ","FALSE","22","広く定着した心霊・怪談は特に見つからない。長泉町は富士山南麓の湧水と工業が共存し、クレマチスの育種・栽培でも知られる。旧ヴァンジ彫刻庭園美術館を中心に形成された文化施設群は再編が進んだが、自然と現代美術を組み合わせた地域づくりの歴史を持つ。","鮎壺の滝は黄瀬川にかかる落差約9mの滝で、溶岩層の断面と富士山を同時に望める。桃沢野外活動センターではキャンプや川遊び、長泉町文化センターベルフォーレでは公演・展示が行われる。町内には製菓・飲料など企業の工場も多く、三島・御殿場間の立ち寄り先に向く。"
"22344","静岡県","小山町","ｼｽﾞｵｶｹﾝ","ｵﾔﾏﾁｮｳ","FALSE","22","金時山周辺には、坂田金時こと「金太郎」が足柄山で熊と相撲を取って育ったという伝説が残る。町内には金時神社、金太郎生家跡伝承地、産湯の滝などゆかりの場所が点在し、童謡の世界を具体的な地名と一緒に追える。足柄峠は古代東海道の要衝でもあった。","富士スピードウェイはFIA規格の国際サーキットで、スーパーGTなど大規模レースが開催される。金時公園・足柄峠・金時山は金太郎伝説と富士山眺望が魅力。道の駅ふじおやまでは富士山を正面に見ながら地元品を買え、周辺にはゴルフ場やキャンプ場も多い。"
"22424","静岡県","吉田町","ｼｽﾞｵｶｹﾝ","ﾖｼﾀﾞﾁｮｳ","FALSE","22","よく知られた怖い伝承は一般には知られていない。吉田町は大井川河口の低地にあり、江戸時代には洪水を避けながら新田開発が進んだ。町の高台に建つ小山城は戦国期の砦跡を整備したもので、武田氏と徳川氏が争った遠江の境目の城。現在の天守風展望台から大井川平野を見渡せる。","小山城と能満寺山公園が町の代表スポット。公園には能満寺の大ソテツがあり、国天然記念物に指定される。吉田漁港周辺ではしらすが名物で、生しらすや釜揚げしらすを扱う店がある。大井川河口の広い空と富士山、茶畑のある牧之原台地を眺めるドライブにも向く。"
"22429","静岡県","川根本町","ｼｽﾞｵｶｹﾝ","ｶﾜﾈﾎﾝﾁｮｳ","FALSE","22","大井川鐵道井川線には、急勾配を越えるため日本唯一のアプト式区間が現役で残る。長島ダム建設で線路を付け替えた際に生まれ、専用機関車を連結して90パーミルの坂を上る。山奥の鉄道なのに、スイスの山岳鉄道のような特殊方式を実際に体験できる。","寸又峡の「夢のつり橋」はエメラルド色のダム湖に架かり、紅葉期に特に人気。奥大井湖上駅は接岨湖の半島状の場所に駅があり、展望所から赤い鉄橋と湖を見下ろせる。大井川鐵道のSL・井川線、寸又峡温泉、茶畑をつなげれば鉄道と秘境景観を一度に楽しめる。"
"22461","静岡県","森町","ｼｽﾞｵｶｹﾝ","ﾓﾘﾏﾁ","FALSE","22","小國神社には大己貴命を祀り、遠江国一宮として長い信仰を集める。境内の森には「事待池」や願い事にまつわる伝承があり、参拝者は杉林の中を進む。町名の「森町」そのものが森林景観を連想させるが、実際に神社の広大な鎮守の森が町の代表景観になっている。","小國神社、遠州の小京都と呼ばれる町並み、香勝寺「ききょう寺」が主な候補。小國神社は紅葉時期に宮川沿いが色づき、門前のことまち横丁で団子や茶を楽しめる。森山焼の窯元や次郎柿の産地でもあり、秋は柿・茶・紅葉を目的に巡れ、老舗菓子店も点在する。"
"23000","愛知県","","ｱｲﾁｹﾝ","","TRUE","23","",""
"23100","愛知県","名古屋市","ｱｲﾁｹﾝ","ﾅｺﾞﾔｼ","FALSE","23","名古屋城の金鯱には、戦時中の空襲で天守とともに焼失し、戦後に復元された歴史がある。江戸期の金鯱は何度も金の純度を下げたり金網を掛けたりして藩財政や盗難対策に使われた。現在の城下には熱田神宮、大須、徳川美術館など尾張徳川家と結び付く場所が広く残る。","名古屋城、熱田神宮、名古屋港水族館、東山動植物園、大須商店街、栄・中部電力MIRAI TOWERが王道。食ならひつまぶし、味噌カツ、手羽先、きしめん、あんかけスパなど「名古屋めし」が豊富。トヨタ産業技術記念館やリニア・鉄道館では製造業・鉄道の街としての側面も体験できる。"
"23101","愛知県","名古屋市千種区","ｱｲﾁｹﾝ","ﾅｺﾞﾔｼﾁｸｻｸ","FALSE","23","知名度の高い怪談は特に見当たらない。平和公園が巨大な墓地なのは、戦後復興で市内279寺に分散していた墓地約18ヘクタール、18万基超を東部丘陵へ集団移転したため。現在の広大な公園は、名古屋中心部の寺院墓地を一か所へ移す大規模都市計画から生まれた。","東山動植物園では約500種の動物、植物園、遊園地、東山スカイタワーをまとめて回れる。覚王山では参道のカフェや雑貨店を抜けて日泰寺へ。日泰寺はタイ国王から贈られた釈迦の真骨を祀り、特定宗派に属さず各宗派が輪番で管理する珍しい寺院。"
"23102","愛知県","名古屋市東区","ｱｲﾁｹﾝ","ﾅｺﾞﾔｼﾋｶﾞｼｸ","FALSE","23","徳川園周辺は尾張徳川家の大曽根屋敷跡。徳川美術館には家康の遺品「駿府御分物」や国宝『源氏物語絵巻』を所蔵し、怪談より実物の歴史資料が濃い。近くの建中寺は尾張徳川家の菩提寺で、歴代藩主の墓所が置かれた。武家屋敷の記憶が現代の住宅地にまとまって残る。","徳川美術館、徳川園、文化のみち二葉館、名古屋市市政資料館が定番。白壁・主税・橦木町には近代の洋館や旧豊田佐助邸が点在し、歩いて建築巡りができる。オアシス21や栄にも近く、江戸の大名文化から明治・大正の邸宅街まで半日でつなげられる。"
"23103","愛知県","名古屋市北区","ｱｲﾁｹﾝ","ﾅｺﾞﾔｼｷﾀｸ","FALSE","23","北区の味鋺には「蛇池」の名が残り、龍や大蛇にまつわる伝承が語られてきた。現在の蛇池公園周辺は庄内川に近い低地で、水害と湿地の歴史を持つ。区内の別小江神社には織田・徳川時代から続く祭礼文化が残り、河川と集落の暮らしが地名や社寺に反映されている。","名城公園北園、ネックス・プラザ、名古屋市下水道科学館などが立ち寄り先。柳原通商店街や黒川周辺には地元飲食店が多く、名古屋城北側の散策と組み合わせられる。春は御用水跡街園の桜並木が続き、庄内川・矢田川沿いではサイクリングや河川敷散歩もできる。"
"23104","愛知県","名古屋市西区","ｱｲﾁｹﾝ","ﾅｺﾞﾔｼﾆｼｸ","FALSE","23","定番と呼べる都市伝説は有名とは言いにくい。四間道は元禄の大火後、延焼を防ぐため道幅を四間に広げたことが名の由来。土蔵を東側、町家を西側へ配置する防火都市計画が残り、屋根の上には火除けを願う屋根神さまも見られる。名古屋駅近くに江戸の防災設計が残る地区。","トヨタ産業技術記念館、ノリタケの森、四間道、円頓寺商店街が定番。トヨタ産業技術記念館では繊維機械から自動車生産まで実演展示が充実し、ノリタケの森では陶磁器工場跡やショップを巡れる。四間道と円頓寺はカフェや古民家店が増え、名古屋駅から徒歩圏で町歩きできる。"
"23105","愛知県","名古屋市中村区","ｱｲﾁｹﾝ","ﾅｺﾞﾔｼﾅｶﾑﾗｸ","FALSE","23","中村は豊臣秀吉・加藤清正の出生地と伝わり、中村公園には豊国神社や秀吉清正記念館がある。秀吉誕生地には複数説があるが、名古屋西部の農村から天下人が生まれたという伝承が地域の祭礼や地名に残る。太閤通の名も秀吉の「太閤」にちなむ。","名古屋駅のJRセントラルタワーズ、ミッドランドスクエア、大名古屋ビルヂングが区の玄関口。駅西へ行けば中村公園、豊国神社、秀吉清正記念館で戦国史を巡れる。名駅地下街には名古屋めしや喫茶店が集中し、新幹線の待ち時間でも食・買い物・展望を組み合わせやすい。"
"23106","愛知県","名古屋市中区","ｱｲﾁｹﾝ","ﾅｺﾞﾔｼﾅｶｸ","FALSE","23","特に広く知られた心霊・都市伝説は確認できない。名古屋城の外堀には1911〜1976年まで瀬戸電が約2kmにわたって走り「お堀電車」と呼ばれた。現在の名鉄瀬戸線は栄町が終点だが、当時は外堀内の堀川駅まで列車が入り込んでいた。都心の堀が鉄道路線だった痕跡が残る。","名古屋城と本丸御殿、大須観音・大須商店街、栄の中部電力MIRAI TOWER、オアシス21が王道。大須では食べ歩き、古着、電気店、サブカル店を巡れ、栄では百貨店や地下街が集中する。名古屋城では金鯱だけでなく、障壁画や欄間を精密復元した豪華な本丸御殿を見学できる。"
"23107","愛知県","名古屋市昭和区","ｱｲﾁｹﾝ","ﾅｺﾞﾔｼｼｮｳﾜｸ","FALSE","23","八事周辺は興正寺を中心に古くから墓地・寺院が集まるため心霊噂もあるが、具体的で広く知られた怪談は確認できない。興正寺には五重塔、大日堂、広い境内があり、江戸期に尾張徳川家の祈願所として栄えた。現在の学生街の中に大規模な寺域が残る。","八事山興正寺、鶴舞公園、桑山美術館が主な立ち寄り先。鶴舞公園は1909年開園の名古屋最初の市設公園で、噴水塔や奏楽堂など近代建築が残り、春は桜の名所。八事・御器所周辺は大学が多く、喫茶店やカフェも豊富で、寺社と公園を街歩きでつなげられる。"
"23108","愛知県","名古屋市瑞穂区","ｱｲﾁｹﾝ","ﾅｺﾞﾔｼﾐｽﾞﾎｸ","FALSE","23","有名な怖い話は特に見つからない。瑞穂区の博物館周辺には古墳や旧街道の痕跡が残り、熱田台地東側の住宅地にも古代からの集落史がある。山崎川は都市河川ながら両岸に桜並木が整備され、「山崎川四季の道」として全国的な花見名所になった。","山崎川の桜、名古屋市博物館、パロマ瑞穂スポーツパークが代表的。山崎川は石川橋〜落合橋付近に桜が連なり、夜間ライトアップが行われる年もある。スポーツパークでは陸上・サッカーなどの大会があり、博物館では尾張地域の考古・歴史資料を見られる。"
"23109","愛知県","名古屋市熱田区","ｱｲﾁｹﾝ","ﾅｺﾞﾔｼｱﾂﾀｸ","FALSE","23","江戸後期の『尾張霊異記』には、伝馬町の商人が夜更けに猫5、6匹が手ぬぐいをかぶって踊る姿を目撃した話が残る。熱田神宮近くには妖気や妖怪に遭ったと描かれた「魔樋合」の伝承もあり、正覚寺周辺には毎晩きつねうどんを買いに来る謎の少女の話まで伝わる。","熱田神宮が圧倒的な中心で、三種の神器の一つ草薙神剣を祀る。境内には織田信長が桶狭間の戦勝後に奉納した「信長塀」も残る。近くの白鳥庭園は中部地方を御嶽山・木曽川・伊勢湾に見立てた池泉回遊式庭園で、汐の満ち引きを再現する仕掛けもある。"
"23110","愛知県","名古屋市中川区","ｱｲﾁｹﾝ","ﾅｺﾞﾔｼﾅｶｶﾞﾜｸ","FALSE","23","広く流布した心霊話は目立って確認されない。中川運河は1930年に全線開通し、名古屋港と旧笹島貨物駅を結ぶ物流の大動脈だった。最盛期には多数の艀が行き交ったが、陸上輸送の発達で役割が変化。現在は水辺再生が進み、倉庫・工場の景観にアートや飲食施設が加わっている。","荒子観音は円空作の仏像を多数所蔵することで知られ、境内の多宝塔は市内最古級の木造建築。前田利家生誕地の一説がある荒子地区には史跡も点在する。中川運河沿いでは旧倉庫を活用した施設や水辺景観を見られ、名古屋駅・ささしまライブ方面から足を延ばしやすい。"
"23111","愛知県","名古屋市港区","ｱｲﾁｹﾝ","ﾅｺﾞﾔｼﾐﾅﾄｸ","FALSE","23","著名な都市伝説はこの地域では目立って確認されていない。現在の港区のかなりの範囲は江戸〜近代の干拓・埋立で生まれた。「いろは町」は新田の「い・ろ・は」の区画、「遠若町」は「を・わ・か」を組み合わせた地名で、金城ふ頭は名古屋城から命名された。海だった場所に町名の痕跡が残る。","名古屋港水族館、レゴランド・ジャパン、リニア・鉄道館が集まる名古屋屈指のレジャー地区。水族館ではシャチやイルカ、ベルーガ、リニア・鉄道館では新幹線から超電導リニアまで実物車両を見られる。金城ふ頭ならレゴランドと鉄道館を同日に組み合わせられる。"
"23112","愛知県","名古屋市南区","ｱｲﾁｹﾝ","ﾅｺﾞﾔｼﾐﾅﾐｸ","FALSE","23","南区の笠寺観音には、雨の中で笠もなく立つ観音像に娘が自分の笠をかぶせたところ、後に都の貴族と結ばれたという「笠覆寺」の縁起が伝わる。寺名・地名の「笠寺」はこの笠の物語にちなむとされ、現在も尾張四観音の一つとして節分などに多くの参拝者を集める。","笠寺観音、日本ガイシホール、見晴台遺跡が代表的。見晴台では弥生時代の環濠集落跡と戦時中の高射砲陣地跡が同じ丘に残る。笠寺の旧東海道沿いには古い寺社や商店があり、ライブ・スポーツで日本ガイシホールを訪れた際に街道散策を加えられる。"
"23113","愛知県","名古屋市守山区","ｱｲﾁｹﾝ","ﾅｺﾞﾔｼﾓﾘﾔﾏｸ","FALSE","23","龍泉寺には、庄内川沿いの崖から龍が昇った、空海が熱田神宮参詣の途中に開いたなど複数の縁起が伝わる。境内の展望台から濃尾平野を見渡せ、近くには戦国期の龍泉寺城跡もある。庄内川を監視する高台が信仰と軍事の両方に使われた地形が残る。","東谷山フルーツパーク、志段味古墳群ミュージアム、龍泉寺が主な立ち寄り先。志段味には大小多数の古墳が残り、墳丘へ上れるものもある。東谷山は名古屋市最高峰で、春は果樹の花やしだれ桜、秋は果物収穫期。都市部から電車で古墳・低山・果樹園へ移動できる。"
"23114","愛知県","名古屋市緑区","ｱｲﾁｹﾝ","ﾅｺﾞﾔｼﾐﾄﾞﾘｸ","FALSE","23","桶狭間の「戦評の松」では、今川義元の命日にあたる旧暦5月19日の深夜、白装束の義元が白馬に乗って大池の周囲を走るという伝説が残る。江戸時代、その姿を見た魚屋が「他言無用」と命じられ、話した後に熱病で亡くなったとも伝えられている。","江戸の町並みが残る有松と、1560年の桶狭間古戦場を合わせて回れる。有松では有松絞りの店や古い商家が並び、絞り体験も可能。桶狭間には今川義元の墓碑、義元が水を汲んだ泉、長福寺、戦評の松などが点在し、史跡を歩いて織田信長の奇襲戦を追える。"
"23115","愛知県","名古屋市名東区","ｱｲﾁｹﾝ","ﾅｺﾞﾔｼﾒｲﾄｳｸ","FALSE","23","広く知られた怪談や心霊話は一般には知られていない。名東区は1975年に千種区から分区して誕生した比較的新しい区で、区名は「名古屋の東部」を簡潔に示す名称として選ばれた。猪高緑地にはため池や雑木林が残り、宅地化が進んだ名古屋東部でかつての里山地形をまとまって見ることができる。","猪高緑地では里山の散策路、棚田、ため池を巡れ、牧野ヶ池緑地には広い芝生や遊具がある。藤が丘は地下鉄東山線とリニモの乗換駅で、長久手方面への玄関口。区内には個人経営のカフェ・ベーカリーも多く、住宅地の公園や緑地を目的にゆっくり歩く楽しみ方が中心。"
"23116","愛知県","名古屋市天白区","ｱｲﾁｹﾝ","ﾅｺﾞﾔｼﾃﾝﾊﾟｸｸ","FALSE","23","著名な心霊スポットや怪談の知名度は高くない。区名の「天白」は天白川に由来し、川名は伊勢湾岸から内陸まで広がる「天白神」信仰との関係が指摘される。塩竈神社周辺は安産・子育て信仰で知られ、丘陵地には相生山緑地など都市化前の雑木林がまとまって残る。","東山動植物園に近い東部丘陵の住宅地で、相生山緑地ではヒメボタルが見られる時期がある。塩竈神社は安産祈願で参拝者が多く、針名神社も古社。天白川沿いは桜やサイクリング、植田・塩釜口周辺は大学街らしい飲食店が多く、緑地と街歩きを組み合わせられる。"
"23201","愛知県","豊橋市","ｱｲﾁｹﾝ","ﾄﾖﾊｼｼ","FALSE","23","豊橋公園近くの吉田城には、豊川の洪水や戦乱にまつわる伝承が残る。市内の普門寺には「切られた首が飛んできた」など寺社由来の話もあるが、豊橋で特に特徴的なのは手筒花火。火薬を詰めた竹筒を人が抱え、火柱を噴き上げる勇壮な奉納花火が吉田神社を起源とする。","のんほいパークは動物園・植物園・自然史博物館・遊園地が一体で、一日過ごせる。豊橋市公会堂、吉田城址、路面電車も街の定番。食では豊橋カレーうどん、ブラックサンダーの工場直売所、ちくわが有名。秋には炎を抱える手筒花火の祭りを見られる機会もある。"
